Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,225.5,225.75,221.60000610351562,222.75,216.60679626464844,5015702
2019-01-02,218.9499969482422,219.14999389648438,213.64999389648438,214.5500030517578,208.63294982910156,10991026
2019-01-03,214.3000030517578,215.6999969482422,208.10000610351562,209.1999969482422,203.43048095703125,8656029
2019-01-04,210.0,212.39999389648438,207.5500030517578,210.89999389648438,205.08363342285156,17408469
2019-01-07,213.8000030517578,214.75,207.89999389648438,208.5500030517578,202.79843139648438,8143876
2019-01-08,208.5,209.5500030517578,205.3000030517578,206.5,200.80496215820312,13402916
2019-01-09,208.5,209.25,203.10000610351562,205.6999969482422,200.0270233154297,13253349
2019-01-10,206.0,206.64999389648438,203.0500030517578,204.0,198.37391662597656,9291967
2019-01-11,204.0,207.9499969482422,204.0,205.85000610351562,200.1728973388672,13314252
2019-01-14,205.5,206.60000610351562,203.39999389648438,206.14999389648438,200.46461486816406,5204874
2019-01-15,207.35000610351562,209.0,205.64999389648438,208.5,202.7498016357422,7173758
2019-01-16,209.8000030517578,210.5,206.5500030517578,208.39999389648438,202.65255737304688,8209760
2019-01-17,208.5,208.6999969482422,205.3000030517578,206.0,200.31875610351562,6537377
2019-01-18,206.64999389648438,209.39999389648438,205.9499969482422,208.8000030517578,203.04153442382812,6258424
2019-01-21,209.10000610351562,209.89999389648438,205.10000610351562,207.64999389648438,201.92324829101562,4883723
2019-01-22,206.35000610351562,206.35000610351562,201.0,203.5500030517578,197.93634033203125,7665916
2019-01-23,203.5500030517578,207.3000030517578,203.4499969482422,205.4499969482422,199.783935546875,5821081
2019-01-24,206.0,206.1999969482422,203.25,205.0500030517578,199.39495849609375,3917176
2019-01-25,206.1999969482422,207.9499969482422,203.25,204.4499969482422,198.81150817871094,4381964
2019-01-28,204.4499969482422,206.5,198.3000030517578,200.0,194.48423767089844,5741120
2019-01-29,199.10000610351562,200.6999969482422,197.4499969482422,199.5500030517578,194.04664611816406,4458350
2019-01-30,200.39999389648438,206.25,200.39999389648438,205.8000030517578,200.12428283691406,5619506
2019-01-31,206.10000610351562,210.0,204.35000610351562,208.5,202.7498016357422,6553608
2019-02-01,208.0,212.35000610351562,203.5,211.39999389648438,205.56983947753906,10475839
2019-02-04,209.89999389648438,209.89999389648438,201.4499969482422,204.1999969482422,198.5684051513672,6196724
2019-02-05,205.89999389648438,208.75,202.6999969482422,204.75,199.1032257080078,4765441
2019-02-06,205.60000610351562,212.10000610351562,202.5,211.39999389648438,205.56983947753906,5888996
2019-02-07,211.89999389648438,212.64999389648438,208.1999969482422,209.1999969482422,203.43048095703125,6215565
2019-02-08,208.9499969482422,209.14999389648438,204.39999389648438,205.89999389648438,200.2215118408203,3958618
2019-02-11,204.89999389648438,204.89999389648438,195.64999389648438,199.4499969482422,193.9493865966797,8463393
2019-02-12,199.0,202.6999969482422,197.0,198.35000610351562,192.87974548339844,16467366
2019-02-14,197.60000610351562,198.5500030517578,190.3000030517578,191.75,186.4617462158203,10767206
2019-02-15,192.3000030517578,192.5,182.1999969482422,186.60000610351562,181.4537811279297,12678835
2019-02-18,187.0,188.6999969482422,183.89999389648438,184.5500030517578,179.46031188964844,6483004
2019-02-19,185.10000610351562,189.25,184.10000610351562,186.5500030517578,181.40518188476562,5513105
2019-02-20,187.8000030517578,193.89999389648438,187.5500030517578,193.0,187.6772918701172,7595081
2019-02-21,193.89999389648438,195.5,192.25,194.39999389648438,189.03866577148438,6498528
2019-02-22,194.3000030517578,197.0,192.3000030517578,196.4499969482422,191.03213500976562,8758060
2019-02-25,197.0,198.5,194.35000610351562,196.5,191.0807647705078,6169952
2019-02-26,192.75,197.1999969482422,189.0500030517578,196.5,191.0807647705078,9059558
2019-02-27,199.0,199.0,194.60000610351562,195.9499969482422,190.54591369628906,11910998
2019-02-28,197.6999969482422,198.1999969482422,195.0,195.75,190.3514404296875,9582600
2019-03-01,198.10000610351562,198.89999389648438,195.3000030517578,196.14999389648438,190.74041748046875,6512004
2019-03-05,195.0,199.4499969482422,194.5,198.75,193.26870727539062,7354264
