Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,7449.75,7494.0,7395.0,7476.7998046875,7214.40771484375,625360
2019-01-02,7445.0,7460.0,7244.0,7267.85009765625,7012.791015625,891844
2019-01-03,7280.0,7350.0,7185.60009765625,7203.9501953125,6951.13330078125,715168
2019-01-04,7239.0,7309.0,7161.2001953125,7234.5,6980.611328125,774445
2019-01-07,7310.0,7407.0,7300.0,7362.0498046875,7103.6845703125,687845
2019-01-08,7380.0,7454.7998046875,7322.10009765625,7439.5,7178.4169921875,516841
2019-01-09,7460.5,7529.0,7414.0,7492.89990234375,7229.94287109375,740580
2019-01-10,7500.0,7511.0,7360.14990234375,7391.60009765625,7132.19775390625,452699
2019-01-11,7382.7001953125,7400.0,7282.0,7320.5,7063.59326171875,488399
2019-01-14,7330.0,7433.35009765625,7257.0,7408.7001953125,7148.697265625,424152
2019-01-15,7430.0,7470.0,7317.0,7355.14990234375,7097.02685546875,491196
2019-01-16,7349.5,7384.0,7291.10009765625,7310.25,7053.703125,424769
2019-01-17,7339.0,7398.9501953125,7307.5,7336.25,7078.79052734375,462725
2019-01-18,7345.0,7379.9501953125,7318.0,7357.9501953125,7099.72900390625,334555
2019-01-21,7358.0,7380.0,7161.0,7208.39990234375,6955.4267578125,654537
2019-01-22,7180.0,7180.0,7054.5,7068.85009765625,6820.7744140625,896521
2019-01-23,7050.0,7132.25,7025.0,7045.39990234375,6798.1474609375,702474
2019-01-24,7059.89990234375,7098.0,7014.39990234375,7040.60009765625,6793.515625,520703
2019-01-25,7054.0,7133.0,6410.0,6513.39990234375,6284.8173828125,3062762
2019-01-28,6512.5,6610.0,6317.7001953125,6511.0498046875,6282.54931640625,2398091
2019-01-29,6480.0,6619.14990234375,6447.39990234375,6526.9501953125,6297.892578125,1101399
2019-01-30,6559.0,6588.0,6508.0,6548.25,6318.44482421875,583773
2019-01-31,6575.0,6660.0498046875,6460.0498046875,6641.14990234375,6408.08447265625,926270
2019-02-01,6679.0,7204.0,6652.5498046875,6962.2998046875,6717.962890625,2545419
2019-02-04,6975.0,7039.0,6851.64990234375,6988.2001953125,6742.95458984375,658776
2019-02-05,6995.0,7125.0,6985.39990234375,7093.60009765625,6844.65625,681498
2019-02-06,7120.0,7220.0,7067.0,7183.39990234375,6931.3046875,567827
2019-02-07,7201.0,7320.0,7185.10009765625,7302.5498046875,7046.2724609375,690174
