Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,3089.0,3135.0,3073.300048828125,3127.60009765625,2737.4052734375,344239
2019-01-02,3115.0,3117.300048828125,3023.800048828125,3046.550048828125,2666.467041015625,597712
2019-01-03,3032.0,3078.0,3006.300048828125,3014.64990234375,2638.546630859375,368413
2019-01-04,3030.0,3045.0,2972.050048828125,2987.85009765625,2615.090576171875,405667
2019-01-07,3020.0,3023.0,2952.0,2957.949951171875,2588.920654296875,361881
2019-01-08,2974.0,2994.5,2930.25,2970.300048828125,2599.729736328125,354130
2019-01-09,2985.10009765625,2985.10009765625,2907.0,2937.449951171875,2570.978515625,388001
2019-01-10,2932.0,2949.949951171875,2912.550048828125,2919.5,2555.267578125,452293
2019-01-11,2923.0,2940.949951171875,2885.0,2899.25,2537.5439453125,258996
2019-01-14,2901.0,2910.300048828125,2856.050048828125,2867.0,2509.317138671875,267722
2019-01-15,2879.699951171875,2918.35009765625,2867.35009765625,2910.949951171875,2547.7841796875,371767
2019-01-16,2909.0,2914.949951171875,2870.300048828125,2879.85009765625,2520.564453125,261721
2019-01-17,2878.5,2936.89990234375,2864.0,2903.60009765625,2541.351318359375,515341
2019-01-18,2916.39990234375,2929.949951171875,2863.0,2898.75,2537.106201171875,389524
2019-01-21,2901.0,2909.85009765625,2780.0,2794.25,2445.64306640625,628463
2019-01-22,2795.0,2835.0,2742.5,2824.89990234375,2472.469482421875,842837
2019-01-23,2832.0,2851.449951171875,2785.10009765625,2795.949951171875,2447.131103515625,326454
2019-01-24,2795.0,2828.0,2780.050048828125,2790.199951171875,2442.0986328125,240737
2019-01-25,2755.0,2788.75,2652.699951171875,2670.14990234375,2337.0263671875,775065
2019-01-28,2680.0,2685.0,2586.75,2598.60009765625,2274.40283203125,576248
2019-01-29,2601.050048828125,2656.85009765625,2574.300048828125,2633.300048828125,2304.7734375,666747
2019-01-30,2627.0,2650.0,2591.60009765625,2611.0,2285.25537109375,696557
2019-01-31,2612.10009765625,2634.699951171875,2561.0,2613.949951171875,2287.837646484375,1901346
2019-02-01,2629.449951171875,2839.35009765625,2625.0,2807.25,2457.021728515625,3296513
2019-02-04,2800.0,2844.949951171875,2718.199951171875,2780.14990234375,2433.302734375,991486
2019-02-05,2804.0,2873.35009765625,2800.0,2854.550048828125,2498.42041015625,767865
2019-02-06,2870.0,2892.0,2850.0,2880.050048828125,2520.7392578125,445829
2019-02-07,2885.0,2949.14990234375,2885.0,2939.050048828125,2572.378662109375,546196
2019-02-08,2915.0,2960.0,2912.64990234375,2938.85009765625,2572.203369140625,544587
2019-02-11,2915.0,2915.949951171875,2804.550048828125,2889.050048828125,2576.84130859375,478111
2019-02-12,2896.85009765625,2896.85009765625,2785.0,2799.550048828125,2497.013427734375,627923
2019-02-14,2755.199951171875,2891.64990234375,2725.10009765625,2776.199951171875,2476.1865234375,661406
2019-02-15,2785.39990234375,2785.39990234375,2678.0,2696.449951171875,2405.0546875,700634
2019-02-18,2690.0,2704.89990234375,2660.449951171875,2683.550048828125,2393.54931640625,433854
2019-02-19,2687.0,2713.199951171875,2628.89990234375,2636.85009765625,2351.89599609375,684524
2019-02-20,2646.050048828125,2661.75,2606.60009765625,2623.75,2340.211181640625,605830
2019-02-21,2632.0,2657.0,2581.5,2641.25,2355.820068359375,736959
2019-02-22,2652.89990234375,2697.89990234375,2620.0,2679.85009765625,2390.2490234375,720407
2019-02-25,2690.0,2723.60009765625,2690.0,2712.5,2419.370849609375,443819
2019-02-26,2706.550048828125,2713.0,2614.0,2689.050048828125,2398.45458984375,751767
